,property_type,society,sector,price_cr,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,nearbyLoc_score,area_room_ratio
1974,flat,emaar mgf the palm drive,sector 66,3.0,15384.0,1950.0,Super Built up area 1950(181.16 sq.m.)Built Up area: 1720 sq.ft. (159.79 sq.m.)Carpet area: 1620 sq.ft. (150.5 sq.m.),3.0,3.0,2,12.0,East,Relatively New,1950.0,1720.0,1620.0,0.0,1.0,0.0,0.0,0.0,0.0,96.0,61.0,650.0
1975,house,ansal florence super,sector 57,3.75,23148.0,1620.0,Plot area 180(150.5 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),3.0,4.0,3,2.0,,Moderately Old,,,300.0,1.0,1.0,1.0,0.0,0.0,2.0,38.0,59.0,540.0
1976,flat,paras dews,sector 106,1.15,6052.0,1900.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1305 sq.ft. (121.24 sq.m.)Carpet area: 1173 sq.ft. (108.98 sq.m.),3.0,4.0,3,5.0,North-West,Relatively New,1900.0,1305.0,1173.0,1.0,1.0,0.0,0.0,0.0,0.0,49.0,73.0,633.3333333333334
1977,flat,ss almeria,sector 84,1.5,7500.0,2000.0,Super Built up area 2000(185.81 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),3.0,3.0,3,2.0,,New Property,2000.0,,1700.0,0.0,1.0,0.0,0.0,0.0,0.0,108.0,63.0,666.6666666666666
1978,flat,ramprasta awho,sector 95,0.92,5257.0,1750.0,Built Up area: 1750 (162.58 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,3.0,3+,13.0,North-East,Undefined,,1750.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.3333333333334
1979,flat,m3m woodshire,sector 107,1.35,5717.0,2361.0,Super Built up area 2361(219.34 sq.m.)Built Up area: 1950 sq.ft. (181.16 sq.m.),3.0,4.0,3+,8.0,South,Relatively New,2361.0,1950.0,,0.0,1.0,0.0,0.0,0.0,2.0,74.0,18.0,787.0
1980,flat,bptp astaire gardens,sector 70a,1.2,7058.0,1700.0,Super Built up area 1700(157.94 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.),3.0,3.0,3+,2.0,,Relatively New,1700.0,1450.0,,0.0,0.0,0.0,0.0,0.0,1.0,38.0,62.0,566.6666666666666
1981,flat,smart world orchard,sector 61,2.54,15500.0,1639.0,Carpet area: 1640 (152.36 sq.m.),3.0,3.0,3,2.0,,Under Construction,,,1640.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,65.0,546.3333333333334
1982,flat,signature global city,sector 37d,1.25,6082.0,2055.0,Carpet area: 2055 (190.92 sq.m.),3.0,3.0,3,4.0,,Under Construction,,,2055.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,63.0,685.0
1983,flat,indiabulls centrum park,sector 103,1.32,7787.0,1695.0,Super Built up area 1695(157.47 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3.0,3.0,3+,6.0,North-East,Relatively New,1695.0,1300.0,1200.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,88.0,565.0
1984,flat,bestech park view ananda,sector 81,1.15,6927.0,1660.0,Super Built up area 1660(154.22 sq.m.)Carpet area: 1282 sq.ft. (119.1 sq.m.),3.0,2.0,3+,6.0,South,Relatively New,1660.0,,1282.0,1.0,0.0,0.0,0.0,0.0,2.0,104.0,59.0,553.3333333333334
1985,flat,central park flower valley,sector 33,2.5,13270.0,1884.0,Carpet area: 1884 (175.03 sq.m.),3.0,3.0,2,1.0,,Undefined,,,1884.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,55.0,628.0
1986,flat,emaar digihomes,sector 62,3.95,15262.0,2588.0,Carpet area: 2588 (240.43 sq.m.),3.0,3.0,3,33.0,East,New Property,,,2588.0,0.0,1.0,0.0,0.0,0.0,2.0,49.0,56.0,862.6666666666666
1987,flat,apna enclave,sector 3,0.8,6153.0,1300.0,Super Built up area 1300(120.77 sq.m.)Built Up area: 1000 sq.ft. (92.9 sq.m.),3.0,3.0,1,0.0,,Old Property,1300.0,1000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,433.3333333333333
1988,flat,shree vardhman flora,sector 90,0.86,6254.0,1375.0,Super Built up area 1950(181.16 sq.m.)Built Up area: 1525 sq.ft. (141.68 sq.m.)Carpet area: 1375 sq.ft. (127.74 sq.m.),3.0,4.0,3,0.0,North,Relatively New,1950.0,1525.0,1375.0,0.0,1.0,0.0,0.0,0.0,2.0,84.0,64.0,458.3333333333333
1989,flat,orchid petals,sector 49,1.95,9972.0,1955.0,Super Built up area 1805(167.69 sq.m.),3.0,3.0,3,2.0,East,Old Property,1805.0,,,0.0,0.0,0.0,0.0,0.0,2.0,90.0,52.0,651.6666666666666
1990,flat,godrej nature plus,sector 33,1.7,12592.0,1350.0,Carpet area: 1350 (125.42 sq.m.),3.0,3.0,3+,6.0,,New Property,,,1350.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,49.0,450.0
1991,flat,belgravia resort residences,sector 48,3.45,18459.0,1869.0,Built Up area: 1869 (173.64 sq.m.),3.0,3.0,3,14.0,West,Undefined,,1869.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,623.0
1992,flat,signature global park 4,sector 36,0.82,7585.0,1081.0,Super Built up area 1081(100.43 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),3.0,2.0,2,2.0,,New Property,1081.0,,650.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,57.0,360.3333333333333
1993,flat,signature global city 37d ph 2,sector 37d,1.35,9375.0,1440.0,Carpet area: 1440 (133.78 sq.m.),3.0,3.0,3+,3.0,,Under Construction,,,1440.0,0.0,0.0,0.0,1.0,0.0,0.0,51.0,40.0,480.0
1994,flat,dlf express greens,sector 1,1.2,6505.0,1845.0,Super Built up area 1845(171.41 sq.m.),3.0,4.0,2,5.0,East,Relatively New,1845.0,,,0.0,1.0,0.0,0.0,1.0,0.0,43.0,25.0,615.0
1995,flat,umang monsoon breeze,sector 78,0.88,4746.0,1854.0,Super Built up area 1854(172.24 sq.m.)Built Up area: 1668 sq.ft. (154.96 sq.m.)Carpet area: 1501 sq.ft. (139.45 sq.m.),3.0,4.0,3,8.0,North-West,Moderately Old,1854.0,1668.0,1501.0,0.0,1.0,0.0,1.0,0.0,0.0,111.0,24.0,618.0
1996,flat,signature global park 4,sector 36,0.82,7585.0,1081.0,Carpet area: 1081 (100.43 sq.m.),3.0,2.0,3,2.0,,New Property,,,1081.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,57.0,360.3333333333333
1997,flat,the khushboo cooperative housing society ltd,sector 9a,0.88,4888.0,1800.0,Super Built up area 1800(167.23 sq.m.)Carpet area: 1123 sq.ft. (104.33 sq.m.),3.0,3.0,2,2.0,North-West,Old Property,1800.0,,1123.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,63.0,600.0
1998,flat,whiteland blissville,sector 76,1.92,11500.0,1670.0,Built Up area: 1672 (155.33 sq.m.)Carpet area: 940 sq.ft. (87.33 sq.m.),3.0,3.0,2,2.0,,Undefined,,1672.0,940.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,50.0,556.6666666666666
1999,flat,pyramid urban homes 2,sector 86,0.6,8000.0,750.0,Carpet area: 750 (69.68 sq.m.),3.0,2.0,2,2.0,East,New Property,,,750.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,26.0,250.0
2000,house,independent,sector 12,3.71,19818.0,1872.0,Plot area 208(173.91 sq.m.),3.0,3.0,1,4.0,,Moderately Old,,1872.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,61.0,624.0
2001,flat,dlf the ultima,sector 81,2.12,10080.0,2103.0,Super Built up area 2103(195.38 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3.0,3.0,3+,9.0,South,Relatively New,2103.0,1650.0,1257.0,1.0,1.0,0.0,1.0,1.0,1.0,49.0,50.0,701.0
2002,flat,smart world gems,sector 89,1.2,8432.0,1423.0,Carpet area: 1423 (132.2 sq.m.),3.0,3.0,2,2.0,North-East,New Property,,,1423.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,58.0,474.3333333333333
2003,flat,ats kocoon,sector 109,2.22,10596.0,2095.0,Super Built up area 2095(194.63 sq.m.),3.0,3.0,3,20.0,East,Relatively New,2095.0,,,0.0,1.0,0.0,0.0,1.0,0.0,79.0,55.0,698.3333333333334
2004,flat,indiabulls centrum park,sector 103,1.34,7486.0,1790.0,Super Built up area 1790(166.3 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3.0,3.0,3+,13.0,South-East,Relatively New,1790.0,,1350.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,88.0,596.6666666666666
2005,flat,unitech fresco,sector 50,1.8,9589.0,1877.0,Super Built up area 1877(174.38 sq.m.)Built Up area: 1870 sq.ft. (173.73 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,4.0,3+,6.0,North-East,Moderately Old,1877.0,1870.0,1600.0,0.0,1.0,0.0,0.0,0.0,2.0,174.0,49.0,625.6666666666666
2006,flat,adani m2k oyster grande,sector 102,1.9,9105.0,2087.0,Super Built up area 1889(175.49 sq.m.),3.0,4.0,3,8.0,North-East,Relatively New,1889.0,,,0.0,1.0,0.0,0.0,0.0,0.0,165.0,47.0,695.6666666666666
2007,flat,emaar palm gardens,sector 83,1.8,9473.0,1900.0,Super Built up area 1900(176.52 sq.m.),3.0,3.0,3+,9.0,South,Relatively New,1900.0,,,0.0,0.0,0.0,0.0,0.0,0.0,55.0,43.0,633.3333333333334
2008,flat,indiabulls centrum park,sector 103,1.65,8250.0,2000.0,Super Built up area 2000(185.81 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,3+,15.0,,Relatively New,2000.0,,1400.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,88.0,666.6666666666666
2009,flat,shree vardhman victoria,sector 70,1.6,8205.0,1950.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3.0,3.0,3,10.0,South,Relatively New,1950.0,,1161.0,1.0,1.0,0.0,1.0,1.0,0.0,43.0,36.0,650.0
2010,flat,shree vardhman victoria,sector 70,1.64,8410.0,1950.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3.0,5.0,3,8.0,North-East,Relatively New,1950.0,,1161.0,0.0,1.0,0.0,0.0,0.0,0.0,126.0,36.0,650.0
2011,flat,ats triumph,sector 104,2.0,8733.0,2290.0,Super Built up area 2290(212.75 sq.m.),3.0,4.0,3+,4.0,,Relatively New,2290.0,,,0.0,1.0,0.0,0.0,0.0,0.0,60.0,79.0,763.3333333333334
2012,flat,signature global park,sohna road,0.85,7863.0,1081.0,Super Built up area 1081(100.43 sq.m.)Built Up area: 1080 sq.ft. (100.34 sq.m.)Carpet area: 670 sq.ft. (62.25 sq.m.),3.0,2.0,2,4.0,East,New Property,1081.0,1080.0,670.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,50.0,360.3333333333333
2013,flat,signature global solera,sector 107,0.51,7906.0,645.0,Carpet area: 645 (59.92 sq.m.),3.0,2.0,2,9.0,South,Relatively New,,,645.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,68.0,215.0
2014,flat,sbtl caladium,sector 109,1.7,6679.0,2545.0,Super Built up area 2545(236.44 sq.m.),3.0,3.0,3+,9.0,North-East,Relatively New,2545.0,,,0.0,1.0,0.0,0.0,0.0,0.0,159.0,25.0,848.3333333333334
2015,flat,cghs airport apartment,sector 47,1.65,7857.0,2100.0,Super Built up area 2100(195.1 sq.m.)Carpet area: 1720 sq.ft. (159.79 sq.m.),3.0,3.0,3,1.0,North-East,Old Property,2100.0,,1720.0,0.0,0.0,0.0,0.0,1.0,2.0,136.0,53.0,700.0
2016,house,independent,sector 43,1.9,3909.0,4860.0,Plot area 60(50.17 sq.m.)Built Up area: 60 sq.yards (50.17 sq.m.),3.0,3.0,3+,3.0,,Old Property,,60.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,62.0,1620.0
2017,house,independent,sector 4,0.67,8557.0,783.0,Plot area 87(72.74 sq.m.),3.0,2.0,1,1.0,South,Moderately Old,,783.0,,0.0,0.0,0.0,1.0,1.0,0.0,19.0,62.0,261.0
2018,flat,emaar imperial gardens,sector 102,1.7,8395.0,2025.0,Super Built up area 2025(188.13 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,4.0,3+,8.0,North-East,Relatively New,2025.0,1750.0,1600.0,0.0,1.0,0.0,1.0,0.0,2.0,174.0,49.0,675.0
2019,flat,m3m skywalk,sector 74,2.25,12500.0,1800.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3.0,3.0,3,5.0,North-East,Relatively New,2000.0,1900.0,1800.0,1.0,0.0,0.0,0.0,0.0,0.0,174.0,47.0,600.0
2020,house,smart world orchard,sector 61,2.01,13000.0,1546.0,Plot area 1549(143.91 sq.m.),3.0,3.0,3,4.0,North,Under Construction,,1549.0,,0.0,0.0,0.0,0.0,0.0,0.0,145.0,65.0,515.3333333333334
2021,flat,godrej nature plus,sector 33,1.55,9955.0,1557.0,Carpet area: 1557 (144.65 sq.m.),3.0,2.0,3+,8.0,East,New Property,,,1557.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,49.0,519.0
2022,house,independent,sector 1,2.0,14954.0,1337.0,Plot area 1337.4(124.25 sq.m.),3.0,1.0,0,3.0,North,Moderately Old,,1337.4,,0.0,0.0,0.0,0.0,0.0,0.0,16.0,25.0,445.6666666666667
2023,flat,dlf the primus,sector 82a,1.87,10394.0,1799.0,Super Built up area 1799(167.13 sq.m.)Carpet area: 1538 sq.ft. (142.88 sq.m.),3.0,3.0,3,31.0,East,Moderately Old,1799.0,,1538.0,0.0,0.0,0.0,1.0,0.0,0.0,38.0,26.0,599.6666666666666
2024,flat,signature global park 4,sector 36,0.72,6428.0,1120.0,Carpet area: 1120 (104.05 sq.m.),3.0,2.0,3,2.0,,Under Construction,,,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,373.3333333333333
2025,flat,emaar palm gardens,sector 83,1.8,12000.0,1500.0,Carpet area: 1500 (139.35 sq.m.),3.0,4.0,3+,6.0,South-West,Relatively New,,,1500.0,0.0,1.0,0.0,0.0,0.0,2.0,96.0,43.0,500.0
2026,flat,pgr shree kripaluji apartment,sector 52,1.4,6086.0,2300.0,Carpet area: 2300 (213.68 sq.m.),3.0,3.0,3+,8.0,North-East,Relatively New,,,2300.0,0.0,0.0,0.0,0.0,0.0,2.0,80.0,53.0,766.6666666666666
2027,flat,experion the heartsong,sector 108,1.6,7988.0,2003.0,Super Built up area 2003(186.08 sq.m.)Built Up area: 1500.29 sq.ft. (139.38 sq.m.)Carpet area: 1140.98 sq.ft. (106 sq.m.),3.0,4.0,3+,3.0,South,Relatively New,2003.0,1500.29,1140.98,0.0,1.0,0.0,0.0,0.0,2.0,60.0,58.0,667.6666666666666
2028,flat,tulip violet,sector 69,1.4,8928.0,1568.0,Super Built up area 1568(145.67 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3.0,3.0,1,12.0,North,Relatively New,1568.0,,1200.0,0.0,0.0,0.0,1.0,0.0,0.0,174.0,61.0,522.6666666666666
2029,flat,siddhi vinayak apartments,sector 55,1.44,9600.0,1500.0,Super Built up area 1850(171.87 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,3.0,2,6.0,South,Moderately Old,1850.0,1700.0,1500.0,0.0,0.0,0.0,0.0,1.0,2.0,47.0,81.0,500.0
2030,house,signature global city 63a,sector 63,1.5,6289.0,2385.0,Built Up area: 2385 (221.57 sq.m.),3.0,3.0,2,1.0,,New Property,,2385.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,795.0
2031,flat,emaar gurgaon greens,sector 102,1.35,10800.0,1250.0,Super Built up area 1650(153.29 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1250 sq.ft. (116.13 sq.m.),3.0,4.0,3+,9.0,North-East,Relatively New,1650.0,1400.0,1250.0,0.0,1.0,0.0,1.0,0.0,2.0,174.0,57.0,416.6666666666667
2032,flat,ats tourmaline,sector 109,1.5,8571.0,1750.0,Super Built up area 1750(162.58 sq.m.)Built Up area: 1466 sq.ft. (136.2 sq.m.),3.0,3.0,3+,7.0,North-East,Relatively New,1750.0,1466.0,,0.0,0.0,0.0,0.0,0.0,0.0,165.0,66.0,583.3333333333334
2033,flat,puri emerald bay,sector 104,2.3,9387.0,2450.0,Super Built up area 2450(227.61 sq.m.),3.0,4.0,3+,10.0,North-East,Moderately Old,2450.0,,,0.0,1.0,0.0,0.0,0.0,0.0,101.0,87.0,816.6666666666666
2034,flat,tulip violet,sector 69,1.3,8445.0,1539.0,Super Built up area 1538(142.88 sq.m.),3.0,3.0,1,12.0,West,Relatively New,1538.0,,,0.0,0.0,0.0,1.0,0.0,2.0,94.0,61.0,513.0
2035,flat,bestech park view residency,sector 2,1.4,7865.0,1780.0,Super Built up area 1780(165.37 sq.m.),3.0,3.0,3+,6.0,North,Old Property,1780.0,,,0.0,0.0,0.0,0.0,0.0,1.0,107.0,74.0,593.3333333333334
2036,flat,shree vardhman victoria,sector 70,1.75,8205.0,2133.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3.0,5.0,3,7.0,,New Property,1950.0,,1161.0,0.0,1.0,0.0,1.0,0.0,0.0,37.0,36.0,711.0
2037,flat,signature global city 92,sector 92,0.99,9074.0,1091.0,Built Up area: 1091 (101.36 sq.m.),3.0,2.0,3,1.0,,Under Construction,,1091.0,,0.0,0.0,0.0,0.0,0.0,0.0,24.0,59.0,363.6666666666667
2038,flat,dlf regency park,sector 28,2.35,13224.0,1777.0,Super Built up area 1777(165.09 sq.m.),3.0,3.0,2,18.0,North-East,Old Property,1777.0,,,0.0,1.0,0.0,0.0,0.0,0.0,120.0,62.0,592.3333333333334
2039,flat,ss residency,sector 12,0.53,4818.0,1100.0,Super Built up area 1100(102.19 sq.m.),3.0,3.0,2,2.0,,Relatively New,1100.0,,,0.0,0.0,0.0,0.0,0.0,2.0,14.0,77.0,366.6666666666667
2040,flat,ireo the corridors,sector 67a,1.8,14658.0,1228.0,Super Built up area 1921(178.47 sq.m.)Carpet area: 1227.96 sq.ft. (114.08 sq.m.),3.0,3.0,3,6.0,North,New Property,1921.0,,1227.96,0.0,1.0,1.0,0.0,0.0,2.0,150.0,61.0,409.3333333333333
2041,flat,emaar emerald hills,sector 65,1.95,13928.0,1400.0,Carpet area: 1400 (130.06 sq.m.),3.0,3.0,3+,1.0,North-East,New Property,,,1400.0,0.0,0.0,1.0,0.0,0.0,2.0,117.0,61.0,466.6666666666667
2042,flat,m3m capital,sector 113,2.0,12012.0,1665.0,Super Built up area 1665(154.68 sq.m.),3.0,3.0,2,24.0,,Under Construction,1665.0,,,0.0,0.0,0.0,0.0,0.0,0.0,47.0,58.0,555.0
2043,flat,pareena coban residences,sector 99a,1.16,5808.0,1997.0,Super Built up area 1997(185.53 sq.m.)Built Up area: 1790 sq.ft. (166.3 sq.m.)Carpet area: 1420 sq.ft. (131.92 sq.m.),3.0,3.0,3,3.0,North-East,Relatively New,1997.0,1790.0,1420.0,0.0,1.0,0.0,0.0,1.0,0.0,49.0,78.0,665.6666666666666
2044,flat,emaar mgf palm hills,sector 77,1.9,9500.0,2000.0,Super Built up area 2000(185.81 sq.m.)Carpet area: 1218.03 sq.ft. (113.16 sq.m.),3.0,4.0,3+,6.0,South-West,New Property,2000.0,,1218.03,0.0,1.0,0.0,0.0,0.0,2.0,42.0,57.0,666.6666666666666
2045,house,independent,sector 4,0.55,4074.0,1350.0,Plot area 1350(125.42 sq.m.),3.0,3.0,2,2.0,South,Relatively New,,1350.0,,0.0,0.0,0.0,0.0,1.0,0.0,7.0,55.0,450.0
2046,flat,emaar mgf emerald floors premier,sector 65,2.0,12121.0,1650.0,Carpet area: 1650 (153.29 sq.m.),3.0,3.0,3,1.0,North-West,Relatively New,,,1650.0,0.0,1.0,0.0,0.0,0.0,2.0,124.0,31.0,550.0
2047,flat,birla navya,sector 63a,3.3,15348.0,2150.0,Super Built up area 2150(199.74 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3.0,3.0,3,4.0,West,Under Construction,2150.0,,1200.0,0.0,1.0,0.0,0.0,0.0,0.0,52.0,54.0,716.6666666666666
2048,flat,pareena coban residences,sector 99a,1.45,7260.0,1997.0,Super Built up area 1997(185.53 sq.m.),3.0,5.0,3,11.0,,Relatively New,1997.0,,,0.0,1.0,0.0,0.0,1.0,2.0,49.0,78.0,665.6666666666666
2049,flat,ansal heights,sector 92,0.72,4500.0,1600.0,Super Built up area 1935(179.77 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,3.0,3,9.0,South-West,Relatively New,1935.0,1700.0,1600.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,9.0,533.3333333333334
2050,flat,emaar mgf the palm drive,sector 66,2.99,14950.0,2000.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3.0,3.0,3,7.0,East,Relatively New,2000.0,1800.0,1500.0,0.0,1.0,0.0,0.0,0.0,2.0,49.0,61.0,666.6666666666666
2051,flat,pareena coban residences,sector 99a,1.35,6761.0,1997.0,Super Built up area 1997(185.53 sq.m.),3.0,5.0,3,6.0,,New Property,1997.0,,,0.0,1.0,0.0,0.0,1.0,0.0,60.0,78.0,665.6666666666666
2052,flat,sare petioles,sector 92,1.25,6097.0,2050.0,Carpet area: 2050 (190.45 sq.m.),3.0,3.0,3,18.0,,Under Construction,,,2050.0,0.0,1.0,0.0,0.0,0.0,0.0,44.0,16.0,683.3333333333334
2053,flat,ss the coralwood,sector 84,1.01,5771.0,1750.0,Super Built up area 1750(162.58 sq.m.)Built Up area: 1475 sq.ft. (137.03 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3.0,3.0,2,18.0,North-West,Relatively New,1750.0,1475.0,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,63.0,583.3333333333334
2054,flat,ansal estella,sector 103,1.5,8670.0,1730.0,Super Built up area 1730(160.72 sq.m.)Carpet area: 1725 sq.ft. (160.26 sq.m.),3.0,3.0,3+,6.0,,Under Construction,1730.0,,1725.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,39.0,576.6666666666666
2055,flat,ats kocoon,sector 109,2.22,10596.0,2095.0,Super Built up area 2095(194.63 sq.m.)Built Up area: 1860 sq.ft. (172.8 sq.m.),3.0,4.0,3,14.0,East,Relatively New,2095.0,1860.0,,1.0,1.0,1.0,1.0,0.0,0.0,45.0,55.0,698.3333333333334
2056,house,eros rosewood villas,sector 49,2.8,15555.0,1800.0,Plot area 1530(142.14 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3.0,3.0,3,2.0,East,Moderately Old,,1900.0,1800.0,0.0,0.0,0.0,1.0,0.0,0.0,68.0,57.0,600.0
2057,flat,dlf the ultima,sector 81,2.3,10936.0,2103.0,Super Built up area 2103(195.38 sq.m.)Built Up area: 1617 sq.ft. (150.22 sq.m.)Carpet area: 1257 sq.ft. (116.78 sq.m.),3.0,3.0,3+,19.0,East,Relatively New,2103.0,1617.0,1257.0,1.0,1.0,0.0,1.0,1.0,1.0,49.0,50.0,701.0
2058,flat,dlf the skycourt,sector 86,1.55,8035.0,1929.0,Super Built up area 1929(179.21 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3.0,3.0,3+,12.0,North-East,Relatively New,1929.0,1500.0,1300.0,0.0,0.0,0.0,0.0,1.0,1.0,166.0,39.0,643.0
2059,flat,dlf the ultima,sector 81,2.7,12802.0,2109.0,Carpet area: 2109 (195.93 sq.m.),3.0,3.0,3,15.0,North,Relatively New,,,2109.0,0.0,1.0,0.0,0.0,0.0,2.0,49.0,50.0,703.0
2060,flat,jammu and kashmir bank employees cghs,sector 9a,0.94,6064.0,1550.0,Carpet area: 1550 (144 sq.m.),3.0,3.0,2,5.0,East,Moderately Old,,,1550.0,0.0,0.0,0.0,0.0,0.0,2.0,85.0,55.0,516.6666666666666
2061,flat,conscient heritage max,sector 102,1.78,9218.0,1931.0,Super Built up area 1931(179.4 sq.m.),3.0,4.0,3+,5.0,East,Moderately Old,1931.0,,,0.0,1.0,0.0,0.0,0.0,0.0,125.0,63.0,643.6666666666666
2062,flat,raheja navodaya,sector 92,0.85,4271.0,1990.0,Super Built up area 1990(184.88 sq.m.),3.0,3.0,3,2.0,North-West,Relatively New,1990.0,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,40.0,663.3333333333334
2063,flat,spaze privy,sector 72,1.9,9620.0,1975.0,Built Up area: 1975 (183.48 sq.m.),3.0,3.0,3,10.0,,Undefined,,1975.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658.3333333333334
2064,flat,m3m golfestate,sector 65,6.15,18287.0,3363.0,Super Built up area 3363(312.43 sq.m.)Carpet area: 2710 sq.ft. (251.77 sq.m.),3.0,3.0,3,23.0,,Moderately Old,3363.0,,2710.0,1.0,1.0,0.0,0.0,0.0,2.0,60.0,64.0,1121.0
2065,flat,smart world gems,sector 89,1.2,8432.0,1423.0,Built Up area: 1423 (132.2 sq.m.),3.0,3.0,2,3.0,East,New Property,,1423.0,,1.0,0.0,0.0,0.0,1.0,0.0,37.0,58.0,474.3333333333333
2066,flat,la vida by tata housing,sector 113,2.7,16363.0,1650.0,Built Up area: 2217 (205.97 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3.0,4.0,3+,4.0,North-West,Relatively New,,2217.0,1650.0,0.0,1.0,0.0,0.0,0.0,2.0,49.0,49.0,550.0
2067,flat,essel towers,sector 26,2.2,12500.0,1760.0,Carpet area: 1760 (163.51 sq.m.),3.0,4.0,3+,3.0,North-West,Undefined,,,1760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,586.6666666666666
2068,flat,tulip violet,sector 69,1.6,10139.0,1578.0,Super Built up area 1578(146.6 sq.m.),3.0,3.0,2,0.0,South-West,Relatively New,1578.0,,,0.0,0.0,0.0,1.0,0.0,0.0,49.0,61.0,526.0
2069,house,vatika independent floors,sector 82,1.4,8235.0,1700.0,Plot area 1700(157.94 sq.m.),3.0,3.0,2,3.0,North-West,New Property,,1700.0,,0.0,0.0,0.0,1.0,0.0,0.0,61.0,41.0,566.6666666666666
2070,flat,dlf carlton estate,sector 43,2.1,15418.0,1362.0,Super Built up area 1362(126.53 sq.m.),3.0,3.0,1,2.0,East,Old Property,1362.0,,,0.0,0.0,1.0,0.0,0.0,2.0,88.0,44.0,454.0
