,property_type,society,sector,price_cr,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,nearbyLoc_score,area_room_ratio
124,house,shivaji nagar residential,sector 11,3.08,11407.0,2700.0,Built Up area: 2700 (250.84 sq.m.),6.0,4.0,2,1.0,,Undefined,,2700.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,450.0
125,house,independent,sector 25,16.0,26667.0,6000.0,Built Up area: 6000 (557.42 sq.m.),6.0,5.0,2,3.0,East,Relatively New,,6000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
126,house,independent,sector 14,3.5,18088.0,1935.0,Plot area 215(179.77 sq.m.)Built Up area: 214 sq.yards (178.93 sq.m.)Carpet area: 180 sq.yards (150.5 sq.m.),6.0,4.0,2,2.0,West,Old Property,,214.0,180.0,0.0,0.0,0.0,0.0,1.0,2.0,27.0,69.0,322.5
127,house,ireo victory valley,sector 67,8.0,22222.0,3600.0,Plot area 400(334.45 sq.m.),6.0,7.0,3+,51.0,North-East,Moderately Old,,3600.0,,1.0,1.0,0.0,1.0,0.0,2.0,49.0,61.0,600.0
128,house,aindependentt raj estates,sector 63a,8.5,27139.0,3132.0,Plot area 348(290.97 sq.m.),6.0,6.0,3+,3.0,East,Under Construction,,3132.0,,0.0,0.0,1.0,1.0,0.0,0.0,29.0,72.0,522.0
129,house,ansals palam vihar,sector 2,5.0,12500.0,4000.0,Built Up area: 4000 (371.61 sq.m.),6.0,4.0,0,3.0,,Undefined,,4000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.6666666666666
130,house,independent,sector 105,1.2,10122.0,1186.0,Plot area 1185.51(110.14 sq.m.),3.0,2.0,1,2.0,North-West,Old Property,,1185.51,,0.0,0.0,0.0,0.0,0.0,0.0,9.0,55.0,395.3333333333333
131,house,independent,sector 14,6.4,20317.0,3150.0,Plot area 350(292.64 sq.m.)Built Up area: 349 sq.yards (291.81 sq.m.)Carpet area: 348 sq.yards (290.97 sq.m.),6.0,6.0,3+,3.0,North,Old Property,,349.0,348.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,69.0,525.0
132,house,uppal southend,sector 49,3.75,25562.0,1467.0,Plot area 163(136.29 sq.m.),2.0,6.0,3,3.0,East,Moderately Old,,1467.0,,0.0,0.0,0.0,0.0,1.0,0.0,49.0,51.0,733.5
133,house,independent,sector 49,4.45,15451.0,2880.0,Plot area 320(267.56 sq.m.),6.0,6.0,3,3.0,North,Moderately Old,,2880.0,,1.0,1.0,1.0,1.0,0.0,1.0,152.0,51.0,480.0
134,flat,tulip ivory,sector 70,5.0,10416.0,4800.0,Carpet area: 4800 (445.93 sq.m.),6.0,7.0,3+,0.0,,Relatively New,,,4800.0,1.0,1.0,0.0,0.0,0.0,0.0,119.0,60.0,800.0
135,house,independent,sector 3,0.85,8947.0,950.0,Plot area 950(88.26 sq.m.),3.0,6.0,2,2.0,North,Relatively New,,950.0,,1.0,1.0,0.0,1.0,1.0,0.0,43.0,84.0,316.6666666666667
136,house,independent,sector 50,13.2,27155.0,4861.0,Built Up area: 4861 (451.6 sq.m.),6.0,6.0,0,2.0,,Undefined,,4861.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810.1666666666666
137,house,ansal sushant lok 2,sector 56,3.4,22222.0,1530.0,Plot area 170(142.14 sq.m.),6.0,6.0,3+,2.0,West,Moderately Old,,1530.0,,0.0,0.0,0.0,0.0,0.0,2.0,29.0,81.0,255.0
138,house,huda housing board colony,sector 31,4.6,31507.0,1460.0,Plot area 1460(135.64 sq.m.),2.0,4.0,3+,3.0,East,Old Property,,1460.0,,0.0,0.0,0.0,0.0,1.0,0.0,8.0,70.0,730.0
139,house,independent,sector 2,3.0,19268.0,1557.0,Plot area 173(144.65 sq.m.),6.0,4.0,3+,3.0,South,Old Property,,1557.0,,0.0,0.0,0.0,0.0,0.0,2.0,28.0,82.0,259.5
140,house,independent,sector 50,12.5,40611.0,3078.0,Plot area 342(285.96 sq.m.),6.0,5.0,3,4.0,East,Moderately Old,,3078.0,,1.0,1.0,0.0,1.0,0.0,2.0,23.0,59.0,513.0
141,house,housing board colony,sector 28,3.5,25926.0,1350.0,Plot area 150(125.42 sq.m.),2.0,6.0,3,3.0,,Relatively New,,1350.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,675.0
142,house,independent,sector 17,3.5,24306.0,1440.0,Built Up area: 160 (14.86 sq.m.),2.0,6.0,3+,3.0,North-West,Undefined,,160.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0
143,house,independent,sector 47,4.3,29312.0,1467.0,Plot area 163(136.29 sq.m.),3.0,4.0,2,2.0,,Moderately Old,,1467.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,66.0,489.0
144,house,dlf city plots,sector 26,19.0,42054.0,4518.0,Plot area 502(419.74 sq.m.),6.0,6.0,3,2.0,East,Relatively New,,4518.0,,1.0,1.0,0.0,0.0,0.0,2.0,121.0,50.0,753.0
146,house,independent,sector 55,5.6,20741.0,2700.0,Plot area 300(250.84 sq.m.),6.0,4.0,3,3.0,East,Old Property,,2700.0,,0.0,1.0,0.0,0.0,0.0,2.0,41.0,81.0,450.0
147,house,independent,sector 45,10.0,30864.0,3240.0,Plot area 360(301.01 sq.m.),6.0,6.0,3+,4.0,North-East,Moderately Old,,3240.0,,1.0,1.0,1.0,1.0,0.0,2.0,70.0,79.0,540.0
148,house,ansal sushant residency,sector 57,4.6,17037.0,2700.0,Plot area 300(250.84 sq.m.),6.0,6.0,3,3.0,East,Old Property,,2700.0,,1.0,1.0,1.0,1.0,0.0,1.0,102.0,66.0,450.0
149,house,ansals florence villa,sector 57,3.65,10579.0,3450.0,Plot area 3450(320.52 sq.m.),6.0,6.0,2,3.0,North-West,Moderately Old,,3450.0,,1.0,1.0,1.0,1.0,0.0,1.0,152.0,83.0,575.0
150,house,independent,sector 24,6.0,21097.0,2844.0,Plot area 316(264.22 sq.m.),6.0,7.0,3+,3.0,East,Moderately Old,,2844.0,,1.0,1.0,1.0,1.0,0.0,2.0,131.0,61.0,474.0
151,house,independent,sector 5,3.5,15555.0,2250.0,Plot area 2050(190.45 sq.m.)Built Up area: 2250 sq.ft. (209.03 sq.m.),6.0,5.0,2,3.0,North-East,Old Property,,2250.0,,1.0,1.0,0.0,1.0,1.0,1.0,155.0,62.0,375.0
153,house,independent,sector 45,16.0,35003.0,4571.0,Plot area 500(418.06 sq.m.),6.0,7.0,3+,3.0,East,Relatively New,,4500.0,,1.0,1.0,1.0,1.0,0.0,2.0,105.0,79.0,761.8333333333334
154,house,raj villas,sector 52,8.0,25543.0,3132.0,Carpet area: 348 (290.97 sq.m.),6.0,5.0,3+,4.0,East,Undefined,,,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,522.0
155,house,uppal southend,sector 49,3.75,25562.0,1467.0,Built Up area: 163 (136.29 sq.m.),2.0,6.0,3+,3.0,East,Moderately Old,,163.0,,1.0,0.0,0.0,0.0,0.0,2.0,26.0,51.0,733.5
156,house,independent,sector 2,2.0,14914.0,1341.0,Plot area 1341(124.58 sq.m.),2.0,4.0,3,3.0,East,Relatively New,,1341.0,,1.0,0.0,0.0,1.0,0.0,2.0,36.0,70.0,670.5
157,house,independent,sector 12,2.75,12343.0,2228.0,Built Up area: 2228 (206.99 sq.m.),6.0,6.0,2,2.0,,Undefined,,2228.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.3333333333333
158,house,dlf city plots,sector 26,18.0,39841.0,4518.0,Plot area 502(419.74 sq.m.),6.0,6.0,2,3.0,North,Old Property,,4518.0,,0.0,1.0,0.0,1.0,1.0,2.0,49.0,50.0,753.0
159,house,independent,sector 28,9.0,27778.0,3240.0,Plot area 360(301.01 sq.m.),6.0,7.0,3+,3.0,North,Moderately Old,,3240.0,,1.0,1.0,1.0,1.0,0.0,0.0,67.0,69.0,540.0
160,house,independent,sector 26,18.9,41833.0,4518.0,Plot area 502(419.74 sq.m.),6.0,8.0,2,3.0,North-East,Relatively New,,4518.0,,1.0,1.0,1.0,1.0,0.0,2.0,120.0,61.0,753.0
161,house,independent,sector 38,4.0,21786.0,1836.0,Plot area 204(170.57 sq.m.),6.0,6.0,3+,4.0,North-East,Old Property,,1836.0,,1.0,1.0,0.0,1.0,1.0,2.0,137.0,68.0,306.0
162,house,independent,sector 6,0.75,10518.0,713.0,Plot area 713(66.24 sq.m.),2.0,4.0,1,3.0,,Moderately Old,,713.0,,0.0,0.0,0.0,0.0,0.0,0.0,62.0,54.0,356.5
163,house,uppal southend,sector 49,4.4,15278.0,2880.0,Plot area 320(267.56 sq.m.),6.0,6.0,3,3.0,North,Moderately Old,,2880.0,,1.0,1.0,1.0,1.0,0.0,1.0,110.0,51.0,480.0
164,house,independent,sector 2,4.95,20370.0,2430.0,Plot area 270(225.75 sq.m.),6.0,5.0,3+,3.0,West,Relatively New,,2430.0,,0.0,1.0,0.0,0.0,0.0,0.0,91.0,82.0,405.0
165,house,independent,sector 25,13.0,45710.0,2844.0,Plot area 316(264.22 sq.m.),6.0,8.0,3+,,,Relatively New,,2844.0,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,62.0,474.0
166,house,independent,sector 2,5.0,15384.0,3250.0,Carpet area: 3250 (301.93 sq.m.),6.0,6.0,2,1.0,South,Undefined,,,3250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541.6666666666666
167,house,ansal sushant lok plots,sector 43,5.8,29974.0,1935.0,Plot area 215(179.77 sq.m.),6.0,6.0,3,2.0,South-West,Relatively New,,1935.0,,0.0,1.0,0.0,0.0,1.0,2.0,49.0,71.0,322.5
168,house,independent,sector 57,6.21,23000.0,2700.0,Plot area 300(250.84 sq.m.),6.0,6.0,3+,4.0,North-East,Old Property,,2700.0,,1.0,1.0,1.0,1.0,0.0,0.0,52.0,74.0,450.0
169,house,independent,sector 45,17.0,37778.0,4500.0,Plot area 4500(418.06 sq.m.),5.0,8.0,3+,3.0,North-East,Relatively New,,4500.0,,1.0,1.0,1.0,1.0,0.0,1.0,152.0,79.0,900.0
170,house,jacobpura gurugram,sector 12,1.3,23557.0,552.0,Plot area 56.6(47.32 sq.m.),2.0,2.0,1,3.0,South-West,Old Property,,509.4,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,69.0,276.0
172,flat,indiabulls enigma,sector 110,4.1,10567.0,3880.0,Super Built up area 3880(360.46 sq.m.)Built Up area: 3500 sq.ft. (325.16 sq.m.)Carpet area: 3000 sq.ft. (278.71 sq.m.),5.0,5.0,2,10.0,East,Relatively New,3880.0,3500.0,3000.0,0.0,1.0,0.0,0.0,0.0,0.0,159.0,83.0,776.0
173,flat,orchid petals,sector 49,4.79,11628.0,4119.0,Super Built up area 4115(382.3 sq.m.),5.0,5.0,3+,14.0,South,Relatively New,4115.0,,,1.0,1.0,0.0,1.0,0.0,0.0,49.0,52.0,823.8
174,house,independent,sector 25,4.31,31926.0,1350.0,Plot area 150(125.42 sq.m.),5.0,4.0,3,3.0,North,Old Property,,1350.0,,0.0,0.0,0.0,0.0,0.0,0.0,40.0,61.0,270.0
175,house,independent,sector 31,4.25,26235.0,1620.0,Plot area 204(170.57 sq.m.)Built Up area: 200 sq.yards (167.23 sq.m.)Carpet area: 180 sq.yards (150.5 sq.m.),5.0,5.0,3+,3.0,North-East,Moderately Old,,200.0,180.0,0.0,0.0,1.0,1.0,0.0,2.0,56.0,62.0,324.0
176,house,independent,sector 43,9.85,29642.0,3323.0,Plot area 418(349.5 sq.m.),5.0,5.0,2,3.0,West,Old Property,,3762.0,,1.0,1.0,0.0,1.0,0.0,0.0,21.0,54.0,664.6
178,house,sector 14 rwa,sector 14,6.5,26000.0,2500.0,Plot area 2500(232.26 sq.m.),5.0,5.0,0,4.0,,Moderately Old,,2500.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,500.0
179,flat,bptp freedom park life,sector 57,5.5,8982.0,6123.0,Built Up area: 5010 (465.44 sq.m.),5.0,6.0,3+,19.0,East,Moderately Old,,5010.0,,0.0,1.0,0.0,1.0,0.0,2.0,153.0,9.0,1224.6
180,house,independent,sector 46,3.55,24500.0,1449.0,Plot area 161(134.62 sq.m.),5.0,4.0,3+,3.0,North-West,Moderately Old,,1449.0,,0.0,1.0,0.0,0.0,0.0,2.0,73.0,74.0,289.8
181,house,vipul tatvam villa,sector 48,19.5,22222.0,8775.0,Plot area 975(815.22 sq.m.),5.0,6.0,3,2.0,North,Moderately Old,,8775.0,,1.0,1.0,1.0,1.0,0.0,2.0,110.0,37.0,1755.0
182,house,emaar mgf marbella,sector 66,12.0,37037.0,3240.0,Plot area 360(301.01 sq.m.),5.0,5.0,3+,3.0,East,New Property,,3240.0,,0.0,1.0,1.0,1.0,0.0,2.0,106.0,61.0,648.0
183,house,independent,sector 14,4.15,18444.0,2250.0,Plot area 250(209.03 sq.m.),5.0,4.0,2,2.0,North-West,Old Property,,2250.0,,0.0,0.0,0.0,0.0,0.0,2.0,51.0,69.0,450.0
184,house,independent,sector 2,6.0,24691.0,2430.0,Plot area 270(225.75 sq.m.),5.0,6.0,3+,3.0,East,Old Property,,2430.0,,1.0,0.0,0.0,1.0,1.0,2.0,43.0,82.0,486.0
185,house,independent,sector 26,8.1,35294.0,2295.0,Plot area 255(213.21 sq.m.),5.0,5.0,2,4.0,East,Old Property,,2295.0,,0.0,0.0,0.0,0.0,0.0,0.0,42.0,61.0,459.0
186,house,independent,sector 12,1.7,8000.0,2125.0,Built Up area: 2000 (185.81 sq.m.),5.0,5.0,3,3.0,,Moderately Old,,2000.0,,0.0,0.0,0.0,1.0,1.0,0.0,9.0,69.0,425.0
187,house,nirvana country,sector 50,10.0,14285.0,7000.0,Built Up area: 7000 (650.32 sq.m.),5.0,7.0,2,4.0,East,Moderately Old,,7000.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,59.0,1400.0
188,house,independent,sector 50,6.5,21667.0,3000.0,Built Up area: 3000 (278.71 sq.m.),5.0,6.0,0,1.0,,Undefined,,3000.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0
189,house,independent,sector 13,0.9,11464.0,785.0,Plot area 785(72.93 sq.m.),2.0,4.0,3,3.0,North-West,Moderately Old,,785.0,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,77.0,392.5
190,house,independent,sector 43,8.25,30556.0,2700.0,Plot area 300(250.84 sq.m.),5.0,6.0,3+,3.0,West,Moderately Old,,2700.0,,1.0,1.0,1.0,1.0,0.0,2.0,64.0,45.0,540.0
191,house,independent,sector 46,4.25,23148.0,1836.0,Plot area 204(170.57 sq.m.),5.0,4.0,2,3.0,North-East,Moderately Old,,1836.0,,0.0,0.0,1.0,0.0,0.0,2.0,57.0,74.0,367.2
192,house,emaar mgf marbella,sector 66,18.0,40000.0,4500.0,Plot area 500(418.06 sq.m.),5.0,6.0,3+,3.0,North-East,Relatively New,,4500.0,,1.0,1.0,1.0,1.0,0.0,1.0,153.0,61.0,900.0
193,flat,orchid petals,sector 49,4.16,11700.0,3556.0,Super Built up area 3557(330.46 sq.m.),5.0,4.0,3+,14.0,East,Relatively New,3557.0,,,1.0,1.0,0.0,0.0,0.0,0.0,40.0,52.0,711.2
194,house,international city by sobha phase 2,sector 109,12.5,26670.0,4687.0,Plot area 500(418.06 sq.m.),5.0,6.0,3,3.0,East,Relatively New,,4500.0,,1.0,1.0,1.0,1.0,0.0,0.0,63.0,67.0,937.4
195,house,sobha city,sector 108,10.5,14323.0,7331.0,Built Up area: 7331 (681.07 sq.m.),5.0,4.0,3+,1.0,East,Undefined,,7331.0,,0.0,0.0,0.0,0.0,0.0,0.0,59.0,63.0,1466.2
196,flat,surya vihar rwa,sector 21,1.3,6500.0,2000.0,Built Up area: 2400 (222.97 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),5.0,5.0,2,2.0,South-East,Old Property,,2400.0,2200.0,1.0,1.0,1.0,0.0,0.0,2.0,42.0,23.0,400.0
197,house,independent,sector 37d,2.5,13157.0,1900.0,Plot area 1900(176.52 sq.m.),5.0,5.0,3+,2.0,,Relatively New,,1900.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,380.0
198,house,independent,sector 23,2.7,18620.0,1450.0,Plot area 1450(134.71 sq.m.),5.0,5.0,2,3.0,East,Old Property,,1450.0,,0.0,0.0,0.0,0.0,0.0,2.0,17.0,82.0,290.0
199,house,independent,sector 3,0.8,8155.0,981.0,Plot area 109(91.14 sq.m.),2.0,4.0,1,2.0,,Moderately Old,,981.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,490.5
200,house,independent,sector 26,16.0,35556.0,4500.0,Plot area 500(418.06 sq.m.),5.0,6.0,3,2.0,North-East,Old Property,,4500.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,900.0
202,house,independent,sector 56,3.25,21495.0,1512.0,Plot area 168(140.47 sq.m.),5.0,6.0,3+,4.0,East,Relatively New,,1512.0,,0.0,0.0,0.0,1.0,1.0,2.0,27.0,81.0,302.4
203,house,spaze privy,sector 72,3.09,6981.0,4426.0,Built Up area: 3653 (339.37 sq.m.)Carpet area: 2922 sq.ft. (271.46 sq.m.),5.0,5.0,3+,14.0,East,Relatively New,,3653.0,2922.0,0.0,1.0,0.0,0.0,0.0,2.0,33.0,0.0,885.2
204,house,independent,sector 7,1.15,8518.0,1350.0,Plot area 150(125.42 sq.m.),5.0,3.0,2,2.0,North-East,Old Property,,1350.0,,0.0,0.0,0.0,1.0,0.0,0.0,15.0,47.0,270.0
205,house,independent,sector 25,9.0,33333.0,2700.0,Plot area 300(250.84 sq.m.),5.0,5.0,3,3.0,North,Old Property,,2700.0,,1.0,1.0,1.0,1.0,0.0,0.0,56.0,61.0,540.0
206,house,dlf city plots,sector 26,13.5,29880.0,4518.0,Plot area 502(419.74 sq.m.),5.0,5.0,3,2.0,East,Old Property,,4518.0,,1.0,1.0,1.0,1.0,0.0,2.0,110.0,50.0,903.6
207,house,international city by sobha phase 2,sector 109,7.0,11240.0,6228.0,Plot area 692(578.6 sq.m.),5.0,5.0,3+,2.0,South,Relatively New,,6228.0,,0.0,1.0,0.0,0.0,0.0,0.0,129.0,67.0,1245.6
208,house,experion windchants,sector 112,9.5,23457.0,4050.0,Plot area 450(376.26 sq.m.)Built Up area: 7450 sq.yards (6229.15 sq.m.),5.0,5.0,3,2.0,,Relatively New,,7450.0,,0.0,1.0,0.0,0.0,0.0,0.0,45.0,50.0,810.0
209,house,independent,sector 46,3.6,24845.0,1449.0,Plot area 161(134.62 sq.m.),5.0,5.0,3+,3.0,South-East,Moderately Old,,1449.0,,0.0,1.0,0.0,0.0,0.0,2.0,75.0,74.0,289.8
210,house,independent,sector 53,4.65,17574.0,2646.0,Plot area 294(245.82 sq.m.),5.0,5.0,3+,1.0,,Moderately Old,,2646.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,75.0,529.2
211,house,international city by sobha phase 1,sector 109,12.0,20000.0,6000.0,Plot area 8000(743.22 sq.m.)Built Up area: 7000 sq.ft. (650.32 sq.m.)Carpet area: 6000 sq.ft. (557.42 sq.m.),5.0,6.0,3,2.0,North-East,Relatively New,,7000.0,6000.0,1.0,1.0,0.0,0.0,0.0,2.0,154.0,80.0,1200.0
212,house,independent,sector 39,5.15,14072.0,3660.0,Built Up area: 340,5.0,5.0,0,1.0,,Relatively New,,340.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732.0
213,house,independent,sector 43,8.5,31481.0,2700.0,Plot area 300(250.84 sq.m.),5.0,5.0,3,3.0,West,Moderately Old,,2700.0,,0.0,1.0,0.0,0.0,0.0,2.0,113.0,63.0,540.0
214,house,tata primanti,sector 72,8.5,13492.0,6300.0,Plot area 6300(585.29 sq.m.),5.0,6.0,3+,10.0,East,Relatively New,,6300.0,,1.0,1.0,1.0,1.0,0.0,2.0,145.0,39.0,1260.0
215,flat,elan the presidential,sector 106,6.3,15384.0,4095.0,Super Built up area 4095(380.44 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),5.0,6.0,3+,10.0,North-East,Under Construction,4095.0,,3500.0,0.0,0.0,0.0,0.0,0.0,2.0,62.0,25.0,819.0
216,house,unitech uniworld resorts,sector 33,11.75,23240.0,5056.0,Plot area 502(419.74 sq.m.),5.0,7.0,3+,3.0,East,Relatively New,,4518.0,,0.0,1.0,0.0,0.0,0.0,0.0,80.0,53.0,1011.2
217,house,independent,sector 25,9.9,29333.0,3375.0,Plot area 375(313.55 sq.m.),5.0,5.0,2,2.0,South-East,Moderately Old,,3375.0,,0.0,0.0,0.0,1.0,0.0,2.0,106.0,61.0,675.0
218,flat,indiabulls enigma,sector 110,4.25,10953.0,3880.0,Super Built up area 3880(360.46 sq.m.),5.0,5.0,3+,4.0,East,Relatively New,3880.0,,,0.0,1.0,0.0,0.0,0.0,0.0,101.0,83.0,776.0
219,house,independent,sector 26,7.0,39260.0,1783.0,Plot area 1782.72(165.62 sq.m.),5.0,5.0,2,3.0,North-East,Relatively New,,1782.72,,0.0,1.0,0.0,0.0,0.0,0.0,9.0,61.0,356.6
220,house,independent,sector 45,8.5,26235.0,3240.0,Plot area 360(301.01 sq.m.),5.0,4.0,2,1.0,North-East,Moderately Old,,3240.0,,0.0,1.0,0.0,1.0,0.0,2.0,49.0,79.0,648.0
222,flat,tata gurgaon gateway,sector 113,6.0,9139.0,6565.0,Carpet area: 6565 (609.91 sq.m.),5.0,6.0,3+,24.0,North,Moderately Old,,,6565.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,74.0,1313.0
223,house,independent,sector 4,0.5,9259.0,540.0,Plot area 540(50.17 sq.m.),2.0,3.0,2,3.0,West,Old Property,,540.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,270.0
224,house,independent,sector 25,10.5,29022.0,3618.0,Plot area 402(336.12 sq.m.),5.0,5.0,3,3.0,East,Moderately Old,,3618.0,,1.0,1.0,0.0,1.0,0.0,0.0,42.0,61.0,723.6
225,house,independent,sector 26,15.0,33201.0,4518.0,Plot area 502(419.74 sq.m.),5.0,6.0,3+,3.0,North,Moderately Old,,4518.0,,1.0,1.0,1.0,1.0,0.0,2.0,78.0,61.0,903.6
226,house,dlf city plots,sector 26,17.0,37627.0,4518.0,Plot area 502(419.74 sq.m.),5.0,6.0,3,2.0,North-West,Old Property,,4518.0,,0.0,1.0,1.0,1.0,0.0,2.0,87.0,50.0,903.6
227,house,independent,sector 25,10.0,37037.0,2700.0,Plot area 2700(250.84 sq.m.)Built Up area: 9500 sq.ft. (882.58 sq.m.)Carpet area: 9000 sq.ft. (836.13 sq.m.),5.0,5.0,3+,3.0,East,Moderately Old,,9500.0,9000.0,0.0,1.0,0.0,1.0,0.0,1.0,29.0,60.0,540.0
228,house,independent,sector 25,11.0,35530.0,3096.0,Plot area 344(287.63 sq.m.),5.0,5.0,3+,2.0,,Relatively New,,3096.0,,1.0,1.0,1.0,1.0,0.0,0.0,29.0,61.0,619.2
229,flat,dlf the primus,sector 82a,3.5,13430.0,2606.0,Carpet area: 2606 (242.11 sq.m.),5.0,5.0,3+,14.0,North-East,Relatively New,,,2606.0,1.0,0.0,0.0,0.0,0.0,1.0,49.0,26.0,521.2
230,flat,kw royal court,sector 39,2.0,6250.0,3200.0,Carpet area: 3200 (297.29 sq.m.),5.0,4.0,3,9.0,East,Old Property,,,3200.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0,70.0,640.0
232,house,rattan garden,sector 7,1.3,13499.0,963.0,Built Up area: 963 (89.47 sq.m.),2.0,3.0,2,3.0,,Old Property,,963.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,481.5
233,house,independent,sector 55,3.1,20026.0,1548.0,Plot area 172(143.81 sq.m.),5.0,4.0,3+,2.0,North-East,Moderately Old,,1548.0,,0.0,1.0,1.0,0.0,0.0,2.0,59.0,46.0,309.6
234,house,unitech uniworld resorts,sector 33,11.0,26667.0,4125.0,Plot area 500(418.06 sq.m.),5.0,6.0,3,3.0,,New Property,,4500.0,,1.0,1.0,0.0,0.0,0.0,0.0,58.0,53.0,825.0
235,house,international city by sobha phase 2,sector 109,8.75,24306.0,3600.0,Plot area 400(334.45 sq.m.),5.0,5.0,3+,3.0,North-East,New Property,,3600.0,,1.0,1.0,1.0,1.0,0.0,2.0,153.0,67.0,720.0
236,house,dlf alameda,sector 73,17.0,35109.0,4842.0,Plot area 4842(449.84 sq.m.)Built Up area: 9000 sq.ft. (836.13 sq.m.),5.0,8.0,3,3.0,North-West,Relatively New,,9000.0,,1.0,1.0,1.0,1.0,0.0,1.0,87.0,55.0,968.4
237,house,independent,sector 12,1.5,11111.0,1350.0,Plot area 150(125.42 sq.m.),5.0,5.0,2,3.0,,Old Property,,1350.0,,0.0,0.0,0.0,0.0,0.0,0.0,16.0,61.0,270.0
238,house,satya the legend,sector 57,9.25,16577.0,5580.0,Plot area 642(536.79 sq.m.)Built Up area: 630 sq.yards (526.76 sq.m.)Carpet area: 620 sq.yards (518.4 sq.m.),5.0,5.0,3+,4.0,North-East,Relatively New,,630.0,620.0,1.0,1.0,1.0,1.0,0.0,2.0,160.0,29.0,1116.0
239,house,independent,sector 37,0.95,9500.0,1000.0,Plot area 1000(92.9 sq.m.),2.0,3.0,2,2.0,West,Relatively New,,1000.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,500.0
240,house,grover homes sec 4,sector 4,4.75,9374.0,5067.0,Plot area 563(470.74 sq.m.),5.0,5.0,1,1.0,South-East,Old Property,,5067.0,,1.0,1.0,0.0,1.0,0.0,2.0,35.0,62.0,1013.4
241,house,independent,sector 67,1.5,8642.0,1736.0,Carpet area: 180 (150.5 sq.m.),5.0,3.0,2,2.0,,New Property,,,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347.2
242,house,international city by sobha phase 2,sector 109,6.2,25514.0,2430.0,Plot area 270(225.75 sq.m.),5.0,5.0,2,2.0,South-West,Relatively New,,2430.0,,0.0,1.0,0.0,0.0,0.0,0.0,135.0,67.0,486.0
243,flat,residency grand,sector 52,5.0,9615.0,5200.0,Built Up area: 5200 (483.1 sq.m.),5.0,5.0,3+,2.0,East,Undefined,,5200.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040.0
244,house,independent,sector 26,20.0,44444.0,4500.0,Plot area 500(418.06 sq.m.),5.0,7.0,3+,3.0,West,Relatively New,,4500.0,,0.0,1.0,0.0,1.0,0.0,1.0,97.0,61.0,900.0
245,house,dlf city plots phase 2,sector 25,15.5,34307.0,4518.0,Plot area 502(419.74 sq.m.),5.0,6.0,3+,3.0,East,Moderately Old,,4518.0,,1.0,1.0,1.0,1.0,0.0,0.0,144.0,61.0,903.6
246,house,independent,sector 82,7.5,23148.0,3240.0,Plot area 360(301.01 sq.m.),5.0,5.0,3+,2.0,East,Relatively New,,3240.0,,0.0,1.0,0.0,1.0,0.0,2.0,135.0,8.0,648.0
247,house,sneh vihar,sohna road,1.35,10000.0,1350.0,Plot area 1350(125.42 sq.m.),5.0,5.0,3+,4.0,,Relatively New,,1350.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,270.0
248,flat,emaar mgf palm terraces,sector 66,4.5,10599.0,4246.0,Super Built up area 3670(340.95 sq.m.),5.0,5.0,3+,11.0,,New Property,3670.0,,,0.0,1.0,0.0,0.0,0.0,0.0,105.0,43.0,849.2
